UMAP1,UMAP2
5.4874873,5.7779784
0.0066462113,-2.577544
5.2811317,6.0190153
9.967729,10.57883
5.3016615,6.00758
1.8744305,-4.496772
-6.701032,0.56769323
12.951057,1.7267332
13.084542,2.6104987
11.575088,4.5037074
0.69555044,-3.9275432
-7.7873945,0.25393593
-6.5535936,0.5540413
3.2248352,-3.1878967
12.931101,6.005967
1.7184951,-4.3381624
10.347083,11.533331
-0.3569619,-4.539298
0.010984569,-3.890468
-7.633566,0.63414705
11.381523,2.2662306
9.6164,10.478755
-7.872579,0.23432781
2.3531122,-3.9059548
9.954166,10.238164
-7.396183,0.43571958
11.941462,3.5210283
10.213496,11.430208
-0.6463634,-4.9124475
-7.142787,-0.1907167
2.2123213,-3.7080839
0.44141006,-3.2224853
-7.1151924,0.56011623
12.104936,2.0749457
12.412918,4.629678
12.927981,3.3141718
-0.042396978,-4.4712286
1.385787,-4.78825
12.186546,2.9181318
5.3451242,5.9809895
11.68985,1.3408692
0.79685533,-3.019846
12.807697,5.686872
-6.0832076,0.41476908
1.3905722,-2.1885104
5.4979625,5.8226933
0.71619093,-5.7425947
-5.941967,0.5011724
11.94405,1.6156962
2.130179,-3.6201353
1.1385101,-3.7233121
2.99018,-5.118709
10.34508,11.455914
1.3595029,-6.2067432
-7.7359295,0.18293773
-6.1025662,0.5131852
0.83439267,-4.519293
-0.3839753,-5.7547336
9.230936,10.160368
10.307177,11.527145
14.114921,3.3386657
9.206393,10.184687
11.198547,1.2681153
1.0814171,-2.79437
2.3330374,-4.7516546
