PC1,PC2
-2.5304837737445176,-0.4844476602620603
-2.959779512651022,1.5554656263056967
-2.957791223800048,1.7702014527910286
-2.6870147565338725,-0.47736142675011217
-3.864895309646815,2.402487852600953
-2.417289826336709,-1.8325371549994138
-3.247412523521867,-0.6673322772169725
-2.3078391285936153,-1.6084511645924777
-2.0072357425607543,-1.286246783246746
-3.3085159115239966,1.3869347210034688
-2.6711599212796524,-0.9270778036494337
-3.294614357032325,0.21515706002080584
-1.9761013092386928,-0.4739270735865277
-1.8090419718399222,-1.7660554526301997
-3.5717569520410417,2.35923466731321
-1.5809243837356384,-1.863361194307048
-2.6462405108736444,-0.3773505899365304
-2.1356483761036094,-2.1693083180497306
-2.8178681921151507,-1.451103308719264
-2.818168773807569,0.045378303185878946
-2.1524987503747255,-1.451819257134959
-2.4010994188020747,-0.41327359726566304
-1.6748342365969877,-1.3306025657027898
-3.322431560384095,0.9496503460788368
-1.890883438847583,-0.8413449279065343
-2.7428482194728128,-1.2580173556031484
-3.969902180033255,2.182322369055097
-2.2693439756415428,-1.6622404529662738
-1.7295707984318678,-1.644861691261103
-1.5406007508281379,-2.021632688234436
-3.029929734210885,0.4768591325614143
-1.9058830016307813,-1.6892360221844716
-3.4018406345474155,0.591825322205377
-2.8629725437468774,0.5175261247340457
-2.3644270921528245,-1.9051331714360222
-2.4847688614683396,-0.5938034591052974
-3.116214771613123,1.1816906306581532
-3.18790688299892,-0.1832807476223172
-2.7286670327060825,-0.050994676327653414
-2.8602749901837696,0.6835985609045068
-1.6971063171911267,-0.9291523191160583
-2.8315781886447464,-1.2026058920913802
-2.39930255886711,-1.564917765837784
-1.599184312130263,-1.4822723721204436
-1.625592010418379,-1.2819939590331926
-2.4903818258854242,0.1473391369554498
-3.3733834800617375,2.2675152703858625
-2.3321247323854593,-0.19914122616458824
-3.6989305882347705,0.4028223738247697
-2.255295549523625,-1.8520026229337478
-2.402085923464457,-0.9665191068553162
-1.9680029375551653,-0.07408157827735104
-2.3906635234754963,-0.797486618721802
-4.032944491782615,1.4627199253706105
-3.7151524904722337,1.2055294211037997
-4.31685856008591,2.4556442885106486
-2.8428872289333533,-0.9718256585920797
-2.6637396943795504,0.010920337023103986
-3.3388694180843004,1.6166677826097984
-2.56064485813886,-0.7868135871693024
-3.2892900140155414,0.34373908984057117
-2.6007480870306203,-0.4519389238798032
-2.6020361601591895,0.0687625144072792
-3.3852750492528263,1.403783541371981
-2.631227727764946,-1.4693840033111947
-2.08453447216866,-1.8835379624759436
-1.5396258956401339,-1.324778365383326
-2.8458824106853515,-0.11082349584513232
-2.7170837074791625,-0.5772395328535608
-3.596505943038403,1.6048640942634407
-2.81420110307784,0.8749786655896442
-1.9207525761963824,-1.528681065805245
-2.7441932790030483,1.2983171306185526
-2.3371366991219955,-0.08333750164959827
-3.7553346232343006,0.8539916523200131
-3.6135920005304794,1.1469453399977068
-2.298047561903552,-0.4247662571494788
-2.2538695158028945,-1.329811076777569
-2.3256381098595527,-1.319187622220278
-2.6973506752750525,0.4038221627660518
-2.073542580101701,-1.234322631916332
-2.6461770749684463,0.9352677034200372
-2.7413500694208994,-1.0095473658533876
-3.5521181280755503,0.9501491720243479
-2.2404008594167997,-0.8687664446511456
-3.010416050065818,0.9938462092444582
-3.2184742094172654,-0.7062077114457695
-2.582553387642705,-0.3902715226281333
-1.4496745457245388,-2.223677226467311
-2.229786379054792,-1.2072844875209208
-3.1956717015214884,-0.3268374031883896
-3.3023006147785834,0.07886529682720843
-2.7914365033858695,0.7875309430460821
-2.994554973013764,0.43915518085397853
-3.997862370932255,2.222644162247315
-2.6900747154514417,-1.03868906848069
-2.694799452610783,-0.06433726683472696
-2.260487703966229,-1.2442491655582115
-1.6567847652643268,-2.107477867316261
-2.282747396396138,-1.396873447926809
-2.338841399472435,0.08385205543325264
-2.521450163863333,-0.11511981948391463
-2.706247382958922,-0.06660886036787034
-3.4050641555753782,1.688729205408167
-3.130694440937878,1.9583216330699553
-2.928585967423887,0.3761979440729871
-2.7900727523222777,0.19667154093185485
-2.003653125151916,-1.511423208845422
-2.462597713809101,-0.881701120122209
-2.792124593804869,1.1465562144584935
-3.6614521706617325,1.437178794721107
-2.253730593569944,-1.5396609859278607
-3.1056535374761722,-1.0019479513222476
-2.4717985780918905,-0.5666350139395219
-1.4490252246268975,-2.3270353965283643
-2.512618151898804,-1.3605074140524036
-2.97253864375794,0.8696071063680312
-3.2263607258233247,0.5711539823068227
-3.4676066683658346,1.79493166582289
-3.8008115619581893,1.5443161236122802
-2.7531329657223518,0.6734938552411581
-2.7326708420648824,0.5046415563232746
-2.180156689901435,-0.5382166350216762
-3.114843572604699,1.3985468938282508
-3.1126235883984417,0.08477162856001193
-3.094907721035517,1.0821738180146783
